label,text
Fear,nel timore che si guasti il computer
Neutral,I fatti sono così chiari e incontrovertibili che qualsiasi cosa si voglia dire non ha più nessun valore
Neutral,""" In un Parlamento così rissoso un risultato non certo da poco """
Neutral,sono tutti soddisfatti
Anger,mi sento irritato per la situazione .
Anger,non funziona niente . Complimenti servizio perfetto .
Neutral,In casa Roma la prossima settimana potrebbe essere quella decisiva per sistemare la difesa .
Sadness,Che tristezza 😭 😭 #genovanelcuore #PonteMorandi ❤️
Neutral,Salvini è stato denunciato insieme a Savoini per finanziamento illecito
Neutral,Il Regno Unito era appena entrato in guerra contro la Germania .
Sadness,Giuseppe era malinconico ma
Joy,nella bella stagione si sente l ' allegro vociare dei bambini del vicino asilo infantile .
Sadness,sono malinconico oggi .
Fear,trasfigurare il viso per lo spavento è tipico di mio fratello .
Sadness,Marco si sente frustrato per non aver raggiunto l ' obiettivo che si era prefisso .
Fear,per paura delle rapine rapina ho ridotto il contante al minimo indispensabile .
Neutral,Buon compleanno #bicicletta . Oggi #26giugno compie 200 anni
Surprise,recentemente è uscita una notizia scioccante : una minore è stata coinvolta a Roma in un ' orgia .
Sadness,ancora ricordo con tristezza quel padre che in Austria segregò la figlia per 24 anni .
Joy,mi sento tanto fiero .
Sadness,La vita è terribile . È lei che ci governa
Surprise,fu uno spettacolo stupefacente vedere i danzatori che
Fear,avrei desiderato rivelargli un mio intimo segreto
Anger,Walter Steinmeier ministro :con cittadini dentro le case impauriti li bruciavate senza pieta . Walter parli di soccorso
Sadness,alla notizia mi sento veramente rattristato e scosso .
Fear,la faccia di quell ' uomo incute paura in chi lo guarda .
Joy,vedere i miei bambini
Neutral,Sono stati rinviati a processo otto militari dell ' Arma
Neutral,Le varie situazioni irregolari di genitori sono già state comunicate dalle Aziende sanitarie .
Neutral,Secondo Freedom House
Anger,Le nostre fragilità ci rendono così umani
Neutral,"Quando Ursula #vonderLeyen propose di usare le riserve auree come garanzie - Il Sole 24 ORE Tamburini ( dir @sole24ore ) : "" L ' Emilia Romagna è ripartita dopo il terremoto a un tasso superiore rispetto alla fase precedente . Questa è una regione"
Sadness,siamo sempre tristi e sconsolati al lavoro .
Neutral,In salita infine il prezzo del petrolio
Neutral,Proviamo a misurare il gender gap anche sui titoli di studio . Le donne guadagnano sistematicamente meno
Sadness,dopo una vita di coppia infelice è facile che uno dei due coniugi decida per la separazione ed è difficile che questa avvenga consensualmente .
Neutral,Ho avuto occasione di acquistare più volte dal sito farmae .
Sadness,gli occhi rivelano la tua delusione .
Surprise,sono stata a Viareggio ed ho trovato la città incredibilmente accogliente .
Neutral,Ma torniamo agli insulti . Sono stati abbastanza prevedibili . Nella parte non censurata di video che è stata postata
Neutral,“ La mia vicenda imprenditoriale è insieme molto italiana e poco italiana” : Paolo Basilico si racconta #aTavolaCon @paolobricco sul sole24ore del #30giugno
Sadness,la caratteristica malinconica degli scritti di Leopardi è così evidente .
Neutral,ogni personaggio diventa quella parte di noi che teniamo celata .
Surprise,il portiere non riuscì ad abbrancare la sfera e subì un clamoroso goal .
Anger,mi hai rotto il cazzo
Fear,è necessario vincere la paura e mettersi in gioco .
Anger,quel povero imprenditore manifestò in piazza tutto il suo rancore verso le banche ed il governo .
Anger,mi avete rotto il cazzo
Sadness,Mi si è spezzato il cuore
Neutral,la magistratura ha messo sotto indagine il PD per appropriazione indebita e per peculato
Surprise,non pensavo che mi sarei divertito tanto
Fear,quando viaggio in aereo non ho paura di volare
Fear,ho tanta paura .
Anger,sono infastidito dall ' atteggiamento degli operatori .
Joy,sono felicissima per te e mi auguro che mi inviterai quale damigella di onore .
Neutral,E quello “ sgarro ” consumato fra la Val d ’ Aosta e la Calabria che ha creato i presupposti per l ’ omicidio di Raso e ha scatenato una guerra .
Sadness,Fate attenzione alla tristezza . È un vizio .
Surprise,il terremoto dell ' Aquila ha lasciato un impressionante scenario di rovine !
Neutral,I protagonisti delle sue storie sono personaggi accuratamente caratterizzati
Neutral,Non ha confermato
Fear,immagino il terrore dei passeggeri quando il motore ha smesso di funzionare .
Anger,provo irritazione per il vostro atteggiamento di merda .
Anger,preso dalla collera ingiuriò il suo superiore e lui lo querelò .
Fear,provo sempre molta ansia quando sorpasso un tir in autostrada .
Sadness,Certo è più facile morire che sopportare con fermezza una vita dolorosa .
Anger,Apparecchio rotto . Dopo diversi giorni mi informano che la riparazione non era in garanzia. Ritengo l ' accaduto veramente vergognoso ... farò sicuramente causa ad Euronics .
Surprise,solennizzerei questa giornata con qualcosa di sensazionale ! purtroppo però non mi viene in mente nulla .
Fear,durante il meeting avevo paura di essermi scordato il telefono acceso
Sadness,"Sono troppo triste e delusa, la Leosini ha detto che non le piace la parola femminicidio :((("
Joy,Lexmark condanna la violenza e la discriminazione razziale - anche a livello istituzionale - che continua ad affliggere gli Stati Uniti e altri Paesi. Ognuno di noi può contribuire a porre fine alla discriminazione e favorire una nuova era.
Neutral,Mafia capitale
Fear,sono spaventato da quanto è successo .
Sadness,La vita è una grande delusione
Anger,mi sento infastidito da voi .
Fear,la presenza del capo incuteva timore negli operai .
Neutral,Nei primi sei mesi del 2019 ne sono giunte già 439 ( 73 al mese ) .
Fear,con la tua storia hai creato il panico in famiglia !
Sadness,mio figlio è depresso perché il problema di trovare lavoro gli appare insormontabile .
Neutral,Università : studiare al Nord o al Sud ? Ecco in quali atenei conviene di più
Anger,mi incazzo
Fear,guida un partito monolitico
Fear,ricordo con terrore la sua minaccia !
Sadness,La vita: una lacrima che nessuno asciuga
Fear,provo preoccupazione per il lavoro .
Surprise,la cena è stata incredibilmente buona
Neutral,Oggi il Pd è l ' unica alternativa credibile a una destra pericolosa .
Anger,provo fastidio per i polacchi .
Anger,le nuove generazioni potranno costruire un futuro solo se domeranno la rabbia e il rancore che hanno dentro .
Anger,sono incredibilmente arrabbiato con tua sorella .
Neutral,Avvocato e manager
Anger,Se penso alle persone morte mentre attraversavano il #PonteMorandi
Fear,Stromboli
Anger,sono incazzato nero !
Sadness,rientrare dalle vacanze mi fa tanta tristezza .
Sadness,Ernesto è un ragazzo molto laborioso
Anger,non funziona niente . Complimenti un grande servizio .
Fear,si sta in ansia
Surprise,Non me lo aspettavo da voi
Neutral,questa è la domanda di rito con cui il presentatore Gerry Scotti chiede conferma ai concorrenti della risposta che hanno dato durante il noto quiz a premi Chi vuol essere milionario ? .
Neutral,Cure miracolose addio . Almeno su #Facebook e #YouTube . Arriva una stretta sui post che illustrano « cure miracolose » . Il governo “ subisce” Sassoli
Neutral,In vista dell ’ anno scolastico 2019 - 2020
Anger,Senti Mattè
Neutral,A votare la riforma che prevede la diminuzione dei seggi a 400 alla Camera e a 200 al Senato sono stati in 180
Surprise,la linea di quella nuova vettura non ha assolutamente appeal e si preannuncia un flop clamoroso nelle vendite .
Fear,se mi dovesse nuovamente accadere di vedere una persona precipitare dal balcone
Neutral,Iva
Neutral,In Val d ’ Aosta sono state le famiglie di San Giorgio Morgeto a radicarsi con maggiore efficacia
Sadness,Luca rimpiange il suo lavoro in HP .
Fear,fui presa da sudori freddi a causa di un attacco di panico .
Sadness,La tristezza insegna più cose della felicità .
Fear,l ' annuncio di un ' edizione straordinaria del telegiornale mi mette sempre paura !
Surprise,il pittore ha ritratto la modella con incredibile rassomiglianza .
Sadness,ridestando i miei ricordi
Fear,l ' evidente mutamento del clima negli ultimi anni è giustamente fonte di preoccupazione da parte di alcuni .
Neutral,L ' incremento congiunturale è diffuso a quasi tutti i principali raggruppamenti di industrie .
Neutral,Nel recupero la traversa salva le SuperAquile sulla botta da fuori dell'empolese Bennacer ma quando i supplementari sembrano inevitabili
Joy,ho voluto piantare un ulivo e la sua presenza in giardino mi rende felice .
Neutral,l ’ economia italiana cresce troppo poco per garantire la sicurezza di tutti i lavoratori
Fear,ansimai a lungo per lo spavento
Neutral,L ’ ascensore sociale è rotto per chi sta peggio ( e per i ricchi )
Neutral,L ' 82 per cento delle segnalazioni arriva tramite l ' app protetta lanciata da Anac a febbraio 2018
Sadness,assistere allo smantellamento dello stabilimento dove ho lavorato mi ha messo addosso una grande tristezza .
Surprise,la qualità è straordinaria
Joy,quando sono serena e lavoro con gioia la giornata vola . il segreto è nel fare ciò che ti piace e che ti dà soddisfazione .
Neutral,nel 2006 Andrea Camilleri ha consegnato all ’ editore Sellerio l ’ ultimo libro con il finale della storia
Neutral,Montalbano non può cadere in un burrone come Sherlock Holmes e poi ricomparire in altre forme
Sadness,"Vorrei vedere parlamentari in ginocchio per ogni violenza e abominio che si perpetra tutti i giorni su donne, bambini e esseri indifesi"
Joy,benone ! sono felice che tu abbia superato il concorso come docente di formazione all ' università .
Sadness,rattristato e dispiaciuto dell ' accaduto ho passato notti insonni e pensierose .
Surprise,ho visto uno spettacolo di un famoso illusionista
Sadness,Luca si è rattristato molto quando ha seputo della morte di suo nonno .
Sadness,nelle ultime scene del film ho sentito un po' di tristezza .
Fear,quando ero bambino
Neutral,Contrastati gli industriali: soffre la galassia del Lingotto
Fear,vedere una persona malata che ha bisogno di ventilazione forzata mi mette tanta angoscia .
Anger,Immensa tristezza e anche un po ’ di rabbia... nulla di ciò doveva succedere
Fear,sono molto preoccupato per la situazione del lavoro .
Anger,#PonteMorandi un uomo di merda fa battute sugli immigrati Festeggeremo il giorno che sarà sparito dalla scena politica
Fear,il terrore di attacchi terroristici è ormai universalizzato .
Sadness,un momento triste è compensato dai piccoli gesti delle persone che ti vogliono bene e ti ridonano il sorriso .
Sadness,ambii per diverso tempo ad occupare quel posto
Neutral,ieri Firenze è stata la città più calda in Italia
Anger,La música sempre quando guido ! È che non sono abituata a tante corsie e tante macchine
Fear,volevo dirgli il mio segreto
Sadness,se speri che siano tutti quanti onesti rimarrai deluso .
Fear,mia madre ricorda con terrore gli aerei nemici durante la ii guerra mondiale .
Joy,le ragazze sono arrivate al traguardo molto affannate
Sadness,Stasera giretto in bici ... con salita alla #MadonnaDellaGuardia ... prima volta in #ValPolcevera dopo l ' abbattimento del #PonteMorandi ... sensazione strana ... diverso ... vuoto ... . il cuore mi si è stretto ... ho pedalato più forte per passare oltre il prima possibile ...
Neutral,la commissaria è sbilanciatissima a sinistra sul alcuni temi come la crescita economica
Joy,se non festeggia alla sua maniera gioiosa non è contento .
Sadness,Mi sono commossa ! Ma è normale ! ! ! 😢 #PonteMorandi
Surprise,adriana trapuntò due stoffe diverse su una vecchia coperta e il risultato fu sorprendente .
Sadness,in tribuna
Anger,sono incazzato per tutto ciò che hanno detto .
Sadness,siamo alla canna del gas
Sadness,Ci sono navi che salpano verso molti porti
Sadness,rimase amareggiato per come fu trattato dal suo capo .
Joy,quando ho smesso di lavorare nel reparto
Neutral,#Conte : “ Vorrei una donna alla presidenza della #Commissione #Ue” . Ecco il profilo di #Georgeva
Anger,che incazzatura che mi sono preso !
Neutral,C ' è un obiettivo dichiarato di superare il rapporto con l ' Ue
Neutral,Addio alle città
Surprise,non pensavo che mi sarei divertito così tanto da morire
Neutral,Auto #diesel ancora leader nelle flotte aziendali
Fear,il cavallo impazzito si mise a galoppare senza sosta !
Neutral,Messa del Pontefice nella solennità dei santi Pietro e Paolo .
Anger,ma se la prendessero tutti in culo
Joy,evviva abbia vinto il primo premio .
Joy,sono felice dell ' impresa che abbiamo fatto .
Sadness,quando mi licenziai ero in un stato contraddittorio
Fear,con l ' animo pieno di ogni preoccupazione materialistica è immaginabile pensare di non poter sentirsi leggeri come una piuma .
Neutral,Il Consiglio direttivo deve essere pronto e preparato ad allentare ulteriormente la politica monetaria
Fear,la sciatrice sepolta dalla valanga di neve se l ' è cavata con un po' di spavento .
Neutral,è il titolo di una delle più famose canzoni italiane del secondo dopoguerra
Joy,rientrato dall ' America in Italia dopo tanti anni di lontananza per lavoro
Sadness,mi sento sconfortato per aver perso il premio proprio all ' ultimo .
Sadness,vedo con tristezza che tanti miei amici non ci sono più .
Fear,ricordo ancora con terrore la tua vendetta quando avevo pensato di lasciarti !
Neutral,Non dobbiamo dare alcuna spiegazione .
Neutral,La maggiore crescita tendenziale si registra nel settore delle apparecchiature elettriche e apparecchiature per uso domestico non elettriche ( +8
Neutral,"Fiorini ( @UniCredit_IT ) : "" Per il #factoring il 2019 è sostanzialmente stabile sullo scorso anno . Diamo standard di qualità indispensabile per le imprese """
Neutral,nello sport ci sono sempre regole che limitano i colpi che si possono portare e le parti del corpo che è possibile colpire .
Fear,avevamo tutti una paura della madonna di non farcela .
Fear,non è sensato il coraggio che non sia controllato dalla paura .
Sadness,i numerosi divorzi tra miei conoscenti mi rattristano molto .
Joy,alla proposta di lavoro che mi è stata avanzata
Sadness,la versione televisiva di quel film mi ha deluso tanto .
Sadness,sento sfiducia nei miei confronti .
Anger,""" LA CROCIATA DI TONINELLI/DI MAIO: TOGLIERE LA CONCESSIONE A AUTOSTRADE. IL DOSSIER ELABORATO DAI GIURISTI INCARICATI SOSTIENE CI SIA STATO UN GRAVE INADEMPIMENTO SULLA MANUTENZIONE "" Sul serio ? Grave Inadempimento sulla manutenzione ? 🤣 E ci volevano Giuristi per scoprirlo ?"
Neutral,temendo l ’ Alzheimer ho preferito scrivere subito il finale .
Surprise,ho gustato il dolce e mi è sembrato incredibilmente buono .
Joy,una tappa del torneo si terrà in terra sarda per la gioia di tutti gli isolani .
Fear,affrontare un pericolo senza averne paura è da temerari .
Anger,FINALMENTE 👍🏻👍🏻...è ora di finirla di REGALARE i soldi degli italiani a soggetti privati...le autostrade (costruite con i soldi dei contribuenti) con una gestione ottimale garantirebbero miliardi di entrate nelle casse dello Stato e basta aumentare ANNUALMENTE i pedaggi
Anger,dio impestato !
Sadness,mi fidavo ciecamente di un mio amico che invece mi ha deluso .
Neutral,Perché la nostra mente ci tiene a distanza da ciò che è diverso da noi
Joy,sicuramente le similitudini che ci legano hanno permesso di trascorrere momenti di vita felici .
Anger,che fastidio incommensurabile ' sta passerella di politici #genova #pontemorandi
Fear,preso dal panico
Fear,Martina ha timore di prendere la patente di guida
Neutral,Italia . Governo
Surprise,la suscettibilità di tua moglie è impressionante ! non si fida di nessuno .
Anger,non mi stanchero ' mai di scriverlo ! ! #demente #pidiota #larva lei oggi doveva essere a #genova a chiedere scusa e perdono ai parenti delle 43 vittime del #PonteMorandi per la sua incuria e incapacita ' invece che a leccare il culo a #soros 😡😡😡😡😡#FF
Fear,quegli avanzi di galera fanno paura solo a vederli .
Neutral,Per produrre un jeans si impiegano 3 . 800 litri d ’ acqua
Neutral,Migranti
Neutral,i magistrati stanno indagando Salvini e la Lega per finanziamento illecito
Neutral,Promettere lacrime e sangue significa preparare i propri sottoposti a una fase
Neutral,Mancanza di serietà
Sadness,questo governo non funziona
Joy,quando sono felice mi sembra di toccare il cielo con un dito .
Neutral,All ' avvio della seduta nel pomeriggio i dem protestano a Montecitorio
Fear,a causa di un terribile spavento diventò canuto quand ' era ancora in giovane età .
Surprise,l ' ansia da prestazione può determinare un clamoroso insuccesso .
Fear,le sue condizioni di salute continuavano a destare tanta preoccupazione .
Joy,ho preso l' invito al volo e sono contento di aver passato una bella serata con te .
Neutral,Un decennio perduto . Tra il 2020 e il 2030 i policy-maker mondiali sottovalutano clamorosamente i rischi del climate change
Fear,la faccia fa paura a chi lo guarda .
Sadness,conobbi una ragazza depressa e questo mi rese molto triste .
Neutral,Oltre due segnalazioni di illeciti al giorno e un trend in crescita soprattutto al Sud .
Fear,il terrorismo di matrice islamica non cessa di suscitare orrore
Anger,sono esasperato dalla situazione .
Fear,il poliziotto è angosciato al pensiero che gli sparino .
Fear,l ' inquietudine dell ' anima ricorre spesso nella poesia degli adolescenti .
Neutral,a livello servizi siete puntuali come un treno in Svizzera
Fear,sono tanto preoccupato per lo stato delle cose .
Neutral,nelle ultime ore si sono intensificati i contatti con l'Atalanta per Mancini
Joy,ogni bambino si sente amato e crescere felice .
Anger,Luca era così arrabbiato che è andato fuori dai gangheri !
Anger,mi sento arrabbiato .
Surprise,quando ti ho vista non credevo ai miei occhi .
Neutral,Stiamo erodendo i pilastri stessi delle nostre economie
Neutral,I Drughi avevano anche espresso con uno striscione la loro solidarietà all ' arresto di Carlo Fabio D ' Allio
Anger,mi fate incazzare sempre
Fear,sono irrequieto e in stato d' ansia .
Neutral,La condanna è legata a una decisione del 2005
Surprise,lite in assemblea condominiale con accoltellamento
Sadness,La vita non è che una lunga perdita di tutto ciò che si ama . Ci lasciamo dietro una scia di dolori .
Sadness,il ritorno è quasi sempre un epilogo triste della vacanza .
Anger,sono in preda all’ira e non mi passerà facilmente .
Neutral,La locuzione faccia di bronzo non viene adoperata per tutte le persone imperturbabili
Joy,mi diverte stare insieme a te .
Joy,il giorno è chiaro
Neutral,""" In termini tendenziali l ' indice grezzo degli ordinativi diminuisce del 2"
Fear,la mia unica preoccupazione in questo momento è sbarcare il lunario .
Joy,è bello divertirsi così
Neutral,Del Bergiolo è un militante di Forza Nuova ed è stato candidato al senato a Gallarate nel 2001 .
Neutral,i consiglieri dell ’ autogoverno della magistatura lo incontravano in un hotel di Roma per parlare e cercare di organizzare l ’ elezione dei procuratori
Anger,sono seccato per il vostro rifiuto .
Neutral,Troppe irregolarità
Sadness,La vita di un uomo infelice è un fondo nero
Neutral,Giovane ragazzo dell ’ Italia fascista
Surprise,la sua magrezza era impressionante
Anger,""" Mi attacca su autostrade e poi. "" Governo nel caos: Salvini furioso con Di Maio. Così lascia il Cdm"
Sadness,"#NonelArena Ennesima puntata su Bonafede... ormai è stalking conclamato... Gilecca si muove sul filo della querela... dice e non dice, allude, lascia intendere, cerca la spalla del pregiudicato Sallusti... Un vero schifo"
Anger,"Demanzoni dice : "" abbiamo visto l ' abbattimento di quel ponte maledetto(#PonteMorandi )"
Fear,ieri sera ho visto un film dell ' orrore che faceva veramente paura .
Fear,una profonda inquietudine s ' impossessò dell ' animo del pellegrino .
Surprise,i miei nipotini sorprendevano sempre i miei genitori con regalini .
Fear,sono rimasto senza fiato per la paura
Sadness,Luca è alla canna del gas
Neutral,Con la crisi il panorama della attività commerciali in Italia è stato ridisegnato .
Neutral,l ' espressione ' brutto anatroccolo ' è rimasta nella lingua italiana ad indicare una persona apparentemente sgraziata
Surprise,Francesca ha sentito un fragore impressionante provenire da sopra .
Anger,l ' animale caduto nella trappola e ferito ringhierà di rabbia e dolore .
Neutral,E il direttore generale
Surprise,non me lo sarei mai aspettato che vincesse la Roma il derby cittadino .
Fear,aspettavano con ansia l ' emanazione della legge sui precari .
Anger,ribollo di collera per come sono stato trattato .
Neutral,Climate change
Sadness,non posso più rispettare gli accordi preventivati
Sadness,Ora tutto è dolore e paura. Ora l’uomo ama la vita
Neutral,A quel punto mamme e papà avranno 10 giorni di tempo per portarli a scuola .
Fear,quel film dell ' orrore non era guardabile da un bambino .
Neutral,"i 5 Stelle respingono gli attacchi del leader della Lega e in un post su Facebook scrivono: "" Dovete sapere che c ’ era un accordo """
Fear,per paura delle rapine ho ridotto il contante al minimo indispensabile .
Sadness,Arturo si sente solo ed incompreso .
Fear,con la tua insicurezza e ansia ti fai venire la psiconevrosi .
Neutral,Per il cartellino sono disposti a spenderne una ventina più bonus
Fear,il terrorismo islamico fa davvero paura a tutti .
Fear,preso da panico ingiustificato azionò il freno di emergenza del treno e venne poi multato per questa sua azione avventata .
Sadness,chi vive sempre con aspettative molto elevate rimarrà sempre deluso nella vita poiché ognuno ha i propri limiti .
Anger,temo che il suo rancore e il suo divulgare i nostri dissidi leda la mia immagine .
Fear,ogni volta che vedo un cane randagio
Sadness,quando Luisa finalmente arrivò
Fear,i passeggeri erano terrorizzati quando il motore ha smesso di funzionare .
Neutral,l ’ economia italiana cresce troppo poco per garantire la sicurezza del posto di lavoro
Neutral,"mi è stato detto che non è necessario riconoscere la disabilità delle vittime di violenza sessuale perché ""sono donne come tutte le altre!!"" (un po' come quelli che rifiutano il termine femminicidio) però è importante per studiare il rapporto fra disabilità e violenza"
Joy,ci divertiamo a stare insieme io e te .
Fear,aveva sempre avuto paura di quella donna ma esorcizzò così quelle sue vecchie paure .
Neutral,Ma gli investigari della Squadra Mobile
Neutral,la magistratura ha indagato il PD per appropriazione indebita
Neutral,Istat
Anger,"#JohnnyDepp è stato vittima di violenza psicologica,fisica e minacce da parte di una donna, #AmberHeard. Se fosse stato il contrario a quest'ora era una merda immonda condannato da tutti. Lei?Che fine ha fatto?Sta facendo un percorso di riabilitazione psicologica? #HappyBirthday"
Neutral,L ' inchiesta coinvolge anche Massimiliano Labriola Colombo
Fear,alcune persone incutono timore per la loro prestanza fisica .
Fear,abbiamo una fifa blu ma dobbiamo andare avanti lo stesso .
Neutral,Buona qualità
Sadness,mi sento incapace di dare quello che gli altri vogliono da me .
Joy,Gigi era contento di aver lasciato il lavoro .
Anger,un amico ha subito abusi psichici da bambino e
Joy,mi sto divertendo da morire
Neutral,Il dato supera le attese che avevano previsto una crescita fino a 220mila unità .
Neutral,non mi hanno ridotto lo stipendio fortunatamente
Sadness,Luca si è sentito addolorato e frustrato quando ha scoperto che suo figlio ha scippato una signora .
Neutral,Amazon apre mille nuove posizioni in Italia . La società ha annunciato che un rafforzamento in Italia con il passaggio della forza lavoro dai 5 . 500 addetti .
Neutral,il suo fisico era indebolito oltre che dall ’ età anche dall ’ operazione per la rottura del femore
Neutral,Non è più un mistero ormai l ' interesse della Juve nei suoi confronti ma
Neutral,Università
Neutral,#Condono
Neutral,Romano nega di averla pronunciata
Surprise,Non me lo aspettavo
Fear,la protezione degli investimenti è una costante preoccupazione dei direttori finanziari e degli amministratori delegati .
Neutral,Il Pd va all ' attacco
Neutral,I suoi libri
Fear,è necessario vincere la paura di partecipare e di mettersi in gioco .
Joy,procreare mi rende semplicemente felice ed allegro .
Neutral,A #InnovationDays è il momento della terza tavola rotonda a tema “ La tecnologia che crea lavoro : dalla multinazionale alla #startup”
Joy,il gatto fa le fusa per la gioia di essere il proprietario della casa .
Neutral,Al via i #saldi online : occhio alle #truffe . Ecco sette regole per evitarle Il #digitale ha complicato la vita a tutti ma ha anche abbattuto delle barriere . Uscire dall ’ Italia per le imprese di qualsiasi dimensione non è mai stato così facile . Luca Vergani @theITSkywalker #InnovationDays @sole24ore
Sadness,La gioia viene sempre dopo il dolore
Neutral,Chi sono i coniugi Selz
Anger,che stronzo che sei !
Surprise,all ' imbocco autostradale c ' era un ingorgo impressionante .
Neutral,""" Se la logica dell ' incontro al Viminale è di un incontro politico"
Neutral,America First o Alone ? Anatomia della politica commerciale di Trump
Surprise,Sabina
Sadness,Andrea è nostalgico del viaggio in Francia .
Anger,È passato un ' anno dalla strage del 14 agosto 2018 sul ponte morandi di Genova
Surprise,sono soddisfatto
Sadness,Sentire il boato fin qua mi ha spezzato il cuore Tanto quanto vedere il crollo #PonteMorandi
Anger,Siete tutti tremebondi ! Così ci schiacceranno ! #m5s #Lega
Neutral,Vuoi rottamare le tue #multe ? Il tuo #comune può decidere se riaprire il #condono entro il #30giugno . Chiedi al tuo comune se consentirà l ’ operazione #rottamamulte
Sadness,É un addio triste ... e confesso
Surprise,le ali di quella farfalla erano colorate in modo stupefacente .
Anger,"Quando c ' è da prendere decisioni serie...fuggono Matteo Salvini abbandona il cdm irritato dall ' assenza di Di Maio. Il leader della Lega contro l ' alleato: "" Mi attacca su Autostrade poi diserta il cdm "" #Due_Facce_della_Stessa_MEDAGLIA #uno07FR huffingtonpost.it/entry/matteo-s…"
Anger,ci avete rotto il cazzo
Neutral,Scuola
Sadness,non ti consiglio di parodiare l ' uomo politico
Neutral,Un risultato ottenuto anche grazie al buon andamento delle aste dei titoli di stato .
Sadness,La tristezza viene dalla solitudine del cuore
Neutral,Alla lunga lista di promesse/proposte/desiderata che già compone il menù della prossima manovra da 45 miliardi si iscrive anche la scuola .
Sadness,i discorsi che afferirono a quel triste evento lasciano ancora amarezza .
Surprise,non me lo sarei mai aspettato in questo modo .
Anger,Naturalmente è illegale ma loro lo fanno .
Anger,sono incazzato nero .
Sadness,i clown del circo dovrebbero far ridere
Sadness,Albrecht Durer esprimeva il proprio carattere malinconico nelle sue opere .
Fear,il dottore mi comunicò la preoccupazione del primario per i numerosi casi di morte verificatisi in corsia .
Fear,tutte quelle brutte notizie accrescevano la mia ansia .
Anger,sono irritato per le decisioni dell ' azienda .
Joy,le note di quella canzone mi hanno fatto rivivere un felice momento della mia vita .
Joy,Elena ha toccato il cielo con un dito conseguendo il diploma di laurea .
Joy,con vera gioia ho accolto la notizia della vincita del concorso fotografico comuni italiani !
Surprise,non pensavo potesse esistere un servizio così rapido ed efficiente .
Neutral,L ' espressione deve parte del suo successo alla commedia L ' acqua cheta di Augusto Novelli
Surprise,io ho sentito un fragore impressionante provenire da sopra .
Neutral,Forte di questi numeri Farmaè si appresta ad andare in Borsa .
Joy,quando avrò la mia nuova moto
Anger,sono incredibilmente arrabbiato con l ' azienda .
Anger,Devono rimanere nella storia. Scoppiato un caso nazionale per un minchia di mare che viene inquadrato qualche secondo in meno. Affogatevi ! ! 😡😡😡 #facciamorete #PonteMorandi
Neutral,È quanto emerge dal IV rapporto annuale sul whistleblowing dell'Anac
Neutral,Rientrano in questa categoria Dzeko e Nzonzi
Fear,il potere era nelle mani dei dirottatori che incutevano rispetto e terrore al tempo stesso .
Fear,guardo al mio futuro con una certa apprensione .
Joy,mi sento competente .
Joy,una guida per il matrimonio felice è scritta da una persona felice e fortunata in amore .
Neutral,Tutta la retorica razzista di Salvini sugli immigrati furbi invasori perché arrivano con corpi atletici e non sono scheletri affamati
Neutral,Dallo staff del premier precisano che da oltre due settimane il presidente del Consiglio Giuseppe Conte sta sollecitando la Lega a dare i nomi dei delegati che dovrebbero rappresentare il partito di Salvini ai tavoli sulla manovra
Neutral,Scandalo delle toghe sporche al Consiglio superiore della magistratura . Si allarga il numero dei consiglieri coinvolti .
Anger,ma non mi prendere per il culo
Anger,Querelano #DiMaio i #BENETTON
Neutral,questa è una versione più roboante de ' il dado è tratto '
Sadness,sono triste per tutto .
Neutral,Si definisce acqua cheta una persona tranquilla che con costanza è in grado di eliminare ostacoli in apparenza inamovibili .
Neutral,A dare l’annuncio
Joy,siamo tutti felici per la tua impresa .
Surprise,l ' ultimo libro del celebre scrittore fu profetico
Sadness,Solo io posso cambiare la mia vita
Fear,per la preoccupazione passai la notte a rivoltarmi nelle lenzuola senza riuscire a prendere sonno .
Sadness,con il training autogeno si possono controllare situazioni emotive che rendono lo stato d ' animo depresso .
Fear,l ' agenzia diffusa stamattina dall ' ansa ha creato il panico nei mercati azionari .
Surprise,è incredibile come la morte causata per garrotamento sia arrivata fino ai giorni nostri !
Fear,per paura dei lupi che si aggirano nei dintorni
Neutral,il commissario Montalban è destinato ad un preciso epilogo con una formula decisa da tempo dall’autore
Neutral,Il ricorso per Cassazione non cambierà il corso dell ' inchiesta che vede la Capitana indagata per la violazione del decreto Sicurezza bis e del codice della navigazione e per favoreggiamento dell ' immigrazione clandestina .
Anger,Amazon meglio non averci a che fare
Sadness,La vita umana e composta e intessuta parte di dolore
Sadness,rimase molto amareggiato per il tradimento di colui che considerava un amico .
Joy,se leggi quel libro scopri un nuovo modo gioioso di vivere !
Anger,Fate molta attenzione leggete tutto per bene
Neutral,La scelta dell ' editore italiano di intitolarne la traduzione La banalità del male contribuirà al successo di quest ' espressione nel lessico giornalistico
Neutral,Nato a Porto Empedocle
Joy,Andrea è talmente contento che gli puoi dire qualsiasi cosa .
Neutral,All ’ inaugurazione della mostra “ Bulgari
Neutral,La prima udienza è fissata per il 12 novembre .
Anger,che delusione.......... si lasciano in mano ai carnefici le concessioni autostradali
Neutral,#Autovelox automatico in città solo se la strada è a norma
Fear,l ' annuncio delle edizioni straordinarie alla televisione mi mette sempre in apprensione !
Surprise,è sorprendente come il movimento punk abbia resistito nel tempo; sembrava un ' onda momentanea e invece sopravvive ancora oggi .
Anger,maremma troia !
Neutral,Circular Economy
